fileName,title,description,ms.service,realPath,fileLocation,URL
cli-install-nodejs, 安装 Azure CLI 1.0 | Azure, 安装适用于 Mac、Linux 和 Windows 的 Azure CLI 1.0 即可使用 Azure 服务, multiple,mc-docs-pr.zh-cn\articles\cli-install-nodejs.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\cli-install-nodejs.md,https://docs.azure.cn/zh-cn/cli-install-nodejs
cloud-services-php-create-web-role, PHP Web 角色和辅助角色 | Azure, 有关如何在 Azure 云服务中创建 PHP Web 角色和辅助角色以及配置 PHP 运行时的指南。, cloud-services,mc-docs-pr.zh-cn\articles\cloud-services-php-create-web-role.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\cloud-services-php-create-web-role.md,https://docs.azure.cn/zh-cn/cloud-services-php-create-web-role
dotnet-develop-multitenant-applications, 多租户 Web 应用模式 | Azure, 查找介绍如何在 Azure 中实现多租户 Web 应用的体系结构概述和设计模式。, active-directory,mc-docs-pr.zh-cn\articles\dotnet-develop-multitenant-applications.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\dotnet-develop-multitenant-applications.md,https://docs.azure.cn/zh-cn/dotnet-develop-multitenant-applications
dotnet-sdk, 什么是 Azure .NET SDK, 了解 Azure .NET SDK 中包含的内容。, multiple,mc-docs-pr.zh-cn\articles\dotnet-sdk.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\dotnet-sdk.md,https://docs.azure.cn/zh-cn/dotnet-sdk
fundamentals-introduction-to-azure, Azure 简介 | Azure, 是 Azure 的新手？ 获取有关所提供服务的基本概述，以及用法示例。, multiple,mc-docs-pr.zh-cn\articles\fundamentals-introduction-to-azure.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\fundamentals-introduction-to-azure.md,https://docs.azure.cn/zh-cn/fundamentals-introduction-to-azure
java-add-certificate-ca-store, 将证书添加到 Java CA 存储 | Azure, 了解如何将证书颁发机构 (CA) 证书添加到 Twilio 服务或 Azure 服务总线的 Java CA 证书 (cacerts) 存储。, multiple,mc-docs-pr.zh-cn\articles\java-add-certificate-ca-store.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\java-add-certificate-ca-store.md,https://docs.azure.cn/zh-cn/java-add-certificate-ca-store
java-download-azure-sdk, 下载适用于 Java 的 Azure SDK | Azure, 了解如何使用针对 Maven 项目提供的示例代码下载适用于 Java 的 Azure SDK。, multiple,mc-docs-pr.zh-cn\articles\java-download-azure-sdk.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\java-download-azure-sdk.md,https://docs.azure.cn/zh-cn/java-download-azure-sdk
nodejs-specify-node-version-azure-apps, 指定 Node.js 版本, 了解如何指定 Azure 网站和云服务使用的 Node.js 版本, multiple,mc-docs-pr.zh-cn\articles\nodejs-specify-node-version-azure-apps.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\nodejs-specify-node-version-azure-apps.md,https://docs.azure.cn/zh-cn/nodejs-specify-node-version-azure-apps
nodejs-use-node-modules-azure-apps, 使用 Node.js 模块, 了解如何在使用 Azure App Service 或云服务的同时使用 Node.js 模块。, multiple,mc-docs-pr.zh-cn\articles\nodejs-use-node-modules-azure-apps.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\nodejs-use-node-modules-azure-apps.md,https://docs.azure.cn/zh-cn/nodejs-use-node-modules-azure-apps
php-download-sdk, 下载 Azure SDK for PHP, 了解如何下载和安装 Azure SDK for PHP。, app-service-web,mc-docs-pr.zh-cn\articles\php-download-sdk.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\php-download-sdk.md,https://docs.azure.cn/zh-cn/php-download-sdk
powershell-azure-resource-manager,NA,NA,NA,mc-docs-pr.zh-cn\articles\powershell-azure-resource-manager.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\powershell-azure-resource-manager.md,https://docs.azure.cn/zh-cn/powershell-azure-resource-manager
powershell-install-configure, 如何安装和配置 Azure PowerShell, 了解如何安装和配置 Azure PowerShell。, multiple,mc-docs-pr.zh-cn\articles\powershell-install-configure.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\powershell-install-configure.md,https://docs.azure.cn/zh-cn/powershell-install-configure
python-how-to-install, 安装 Python 和 SDK - Azure, 了解如何安装 Python 和 SDK 以与 Azure 一起使用。, multiple,mc-docs-pr.zh-cn\articles\python-how-to-install.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\python-how-to-install.md,https://docs.azure.cn/zh-cn/python-how-to-install
references, 工具与 API 参考, 本文主要提供工具与 API 参考链接, multiple,mc-docs-pr.zh-cn\articles\references.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\references.md,https://docs.azure.cn/zh-cn/references
resource-group-audit,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-group-audit.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-group-audit.md,https://docs.azure.cn/zh-cn/resource-group-audit
resource-group-authenticate-service-principal-cli,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-group-authenticate-service-principal-cli.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-group-authenticate-service-principal-cli.md,https://docs.azure.cn/zh-cn/resource-group-authenticate-service-principal-cli
resource-group-authenticate-service-principal,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-group-authenticate-service-principal.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-group-authenticate-service-principal.md,https://docs.azure.cn/zh-cn/resource-group-authenticate-service-principal
resource-group-authoring-templates,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-group-authoring-templates.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-group-authoring-templates.md,https://docs.azure.cn/zh-cn/resource-group-authoring-templates
resource-group-create-multiple,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-group-create-multiple.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-group-create-multiple.md,https://docs.azure.cn/zh-cn/resource-group-create-multiple
resource-group-create-service-principal-portal,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-group-create-service-principal-portal.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-group-create-service-principal-portal.md,https://docs.azure.cn/zh-cn/resource-group-create-service-principal-portal
resource-group-define-dependencies,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-group-define-dependencies.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-group-define-dependencies.md,https://docs.azure.cn/zh-cn/resource-group-define-dependencies
resource-group-link-resources,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-group-link-resources.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-group-link-resources.md,https://docs.azure.cn/zh-cn/resource-group-link-resources
resource-group-linked-templates,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-group-linked-templates.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-group-linked-templates.md,https://docs.azure.cn/zh-cn/resource-group-linked-templates
resource-group-lock-resources,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-group-lock-resources.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-group-lock-resources.md,https://docs.azure.cn/zh-cn/resource-group-lock-resources
resource-group-move-resources,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-group-move-resources.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-group-move-resources.md,https://docs.azure.cn/zh-cn/resource-group-move-resources
resource-group-template-deploy-cli,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-group-template-deploy-cli.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-group-template-deploy-cli.md,https://docs.azure.cn/zh-cn/resource-group-template-deploy-cli
resource-group-template-deploy-portal,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-group-template-deploy-portal.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-group-template-deploy-portal.md,https://docs.azure.cn/zh-cn/resource-group-template-deploy-portal
resource-group-template-deploy-rest,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-group-template-deploy-rest.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-group-template-deploy-rest.md,https://docs.azure.cn/zh-cn/resource-group-template-deploy-rest
resource-group-template-deploy,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-group-template-deploy.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-group-template-deploy.md,https://docs.azure.cn/zh-cn/resource-group-template-deploy
resource-group-template-functions,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-group-template-functions.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-group-template-functions.md,https://docs.azure.cn/zh-cn/resource-group-template-functions
resource-group-using-tags,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-group-using-tags.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-group-using-tags.md,https://docs.azure.cn/zh-cn/resource-group-using-tags
resource-manager-api-authentication,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-api-authentication.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-api-authentication.md,https://docs.azure.cn/zh-cn/resource-manager-api-authentication
resource-manager-common-deployment-errors,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-common-deployment-errors.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-common-deployment-errors.md,https://docs.azure.cn/zh-cn/resource-manager-common-deployment-errors
resource-manager-deployment-model,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-deployment-model.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-deployment-model.md,https://docs.azure.cn/zh-cn/resource-manager-deployment-model
resource-manager-export-template,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-export-template.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-export-template.md,https://docs.azure.cn/zh-cn/resource-manager-export-template
resource-manager-keyvault-parameter,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-keyvault-parameter.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-keyvault-parameter.md,https://docs.azure.cn/zh-cn/resource-manager-keyvault-parameter
resource-manager-policy,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-policy.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-policy.md,https://docs.azure.cn/zh-cn/resource-manager-policy
resource-manager-request-limits,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-request-limits.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-request-limits.md,https://docs.azure.cn/zh-cn/resource-manager-request-limits
resource-manager-resource-explorer,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-resource-explorer.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-resource-explorer.md,https://docs.azure.cn/zh-cn/resource-manager-resource-explorer
resource-manager-rest-api,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-rest-api.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-rest-api.md,https://docs.azure.cn/zh-cn/resource-manager-rest-api
resource-manager-supported-services,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-supported-services.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-supported-services.md,https://docs.azure.cn/zh-cn/resource-manager-supported-services
resource-manager-template-best-practices,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-template-best-practices.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-template-best-practices.md,https://docs.azure.cn/zh-cn/resource-manager-template-best-practices
resource-manager-template-keyvault-secret,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-template-keyvault-secret.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-template-keyvault-secret.md,https://docs.azure.cn/zh-cn/resource-manager-template-keyvault-secret
resource-manager-template-keyvault,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-template-keyvault.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-template-keyvault.md,https://docs.azure.cn/zh-cn/resource-manager-template-keyvault
resource-manager-template-links,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-template-links.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-template-links.md,https://docs.azure.cn/zh-cn/resource-manager-template-links
resource-manager-template-lock,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-template-lock.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-template-lock.md,https://docs.azure.cn/zh-cn/resource-manager-template-lock
resource-manager-template-storage,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-template-storage.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-template-storage.md,https://docs.azure.cn/zh-cn/resource-manager-template-storage
resource-manager-template-walkthrough,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-template-walkthrough.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-template-walkthrough.md,https://docs.azure.cn/zh-cn/resource-manager-template-walkthrough
resource-manager-troubleshoot-deployments-cli,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-troubleshoot-deployments-cli.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-troubleshoot-deployments-cli.md,https://docs.azure.cn/zh-cn/resource-manager-troubleshoot-deployments-cli
resource-manager-troubleshoot-deployments-portal,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-troubleshoot-deployments-portal.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-troubleshoot-deployments-portal.md,https://docs.azure.cn/zh-cn/resource-manager-troubleshoot-deployments-portal
resource-manager-troubleshoot-deployments-powershell,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-troubleshoot-deployments-powershell.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-troubleshoot-deployments-powershell.md,https://docs.azure.cn/zh-cn/resource-manager-troubleshoot-deployments-powershell
resource-manager-troubleshoot-deployments-rest,NA,NA,NA,mc-docs-pr.zh-cn\articles\resource-manager-troubleshoot-deployments-rest.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\resource-manager-troubleshoot-deployments-rest.md,https://docs.azure.cn/zh-cn/resource-manager-troubleshoot-deployments-rest
virtual-machines-command-line-tools, 服务管理模式下的 Azure CLI 命令 | Azure, 在服务管理模式下使用 Azure 命令行界面 (CLI) 命令管理经典部署模型中的部署, multiple,mc-docs-pr.zh-cn\articles\virtual-machines-command-line-tools.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\virtual-machines-command-line-tools.md,https://docs.azure.cn/zh-cn/virtual-machines-command-line-tools
vs-azure-tools-access-private-azure-clouds-with-visual-studio, 使用 Visual Studio 访问私有 Azure 云 | Azure, 了解如何通过使用 Visual Studio 访问私有云资源。, multiple,mc-docs-pr.zh-cn\articles\vs-azure-tools-access-private-azure-clouds-with-visual-studio.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\vs-azure-tools-access-private-azure-clouds-with-visual-studio.md,https://docs.azure.cn/zh-cn/vs-azure-tools-access-private-azure-clouds-with-visual-studio
